Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2024-02-19,Ville de Rennes,Conseil Municipal,16,Sports et jeunesse – Action socio-éducative – Autres actions en faveur des jeunes – Provision engagement citoyen – Première attribution de subventions 2024,MME ROUGIER,13950-3728,BOUCHONNET Iris,"16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps",Versement de subventions à des organismes de droit privé ou public,,Motif personnel
