COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,2022_0259,2022-09-19,7.5,Finances locales/Subventions,DCM 2022-0259 - Famille – Services en faveur des personnes âgées – Aides aux personnes âgées – Provision action en direction des personnes âgées – Deuxième attribution de subvention 2022,,,,,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/244476/a52b8fe8ac2df31d66f5a16584794b18bb3c785acd48b6df4c1d68b12b6aa0a5.pdf
