COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,DCM_2022_0343,2022-12-05,7.5,Finances locales/Subventions,DCM 2022-0343 - Sports et jeunesse – Animation sportive - Provision Fonds d'aide aux clubs – Quatrième attribution de subventions 2022,,,,,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/290927/3ba533ff375a63d958294e3d6af5670922855d7212b153fa893ab1f501dc37aa.pdf
