Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2023-10-09,Ville de Rennes,Conseil Municipal,2023_0325,"Aménagement et services urbains, environnement – Budget participatif – Place Clara Zetkin – Convention de mandat de maîtrise d'ouvrage avec la Société Publique Locale d'Aménagement Territoires Publics – Avenant n° 1 - Approbation",Mme FRISQUE,9773-3728,FAUCHEUX Valérie,14è adjointe déléguée aux Mobilités et aux déplacements,Relations avec les entreprises publiques locales,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/496731/54c149d30266b7fa4223fa8f7afb59e90ed3947571170262eb88f8cb94f9225e.pdf,Représentant de VDR ou RM auprès de l'organisme concerné
