date,service,type_document,chemin_fichier
2024-10-14,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-divers\2024-10-14_deliberations_finances-locales-divers_dcm-2024-331.csv
2024-10-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-10-14_deliberations_finances-locales-subventions_dcm-2024-325.csv
2024-10-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-10-14_deliberations_finances-locales-subventions_dcm-2024-316.csv
2024-10-14,Domaines de competences par themes/Enseignement,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaines-de-competences-par-themes-enseignement\2024-10-14_deliberations_domaines-de-competences-par-themes-enseignement_dcm-2024-309.csv
2024-10-14,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-actes-relatifs-a-la-maitrise-d-o\2024-10-14_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_dcm-2024-307.csv
2024-10-14,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-actes-relatifs-a-la-maitrise-d-o\2024-10-14_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_dcm-2024-305.csv
2024-10-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-10-14_deliberations_finances-locales-subventions_dcm-2024-310.csv
2024-10-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-10-14_deliberations_finances-locales-subventions_dcm-2024-320.csv
2024-10-14,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-10-14_deliberations_finances-locales-subventions_dcm-2024-319.csv
2024-10-14,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2024-10-14_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2024-346.csv
2024-09-16,Institutions et vie politique/Delegation de fonctions,deliberations,module1-nettoyage/data/classe\deliberations\2024\institutions-et-vie-politique-delegation-de-foncti\2024-09-16_deliberations_institutions-et-vie-politique-delegation-de-foncti_dcm-2024-289.csv
2024-09-16,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2024-09-16_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_dcm-2024-282.csv
2024-09-16,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-autres-types-de-contrats\2024-09-16_deliberations_commande-publique-autres-types-de-contrats_dcm-2024-280.csv
2024-09-16,Urbanisme/Documents d urbanisme,deliberations,module1-nettoyage/data/classe\deliberations\2024\urbanisme-documents-d-urbanisme\2024-09-16_deliberations_urbanisme-documents-d-urbanisme_dcm-2024-275.csv
2024-09-16,Domaines de competences par themes/Politique de la ville-habitat-logement,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaines-de-competences-par-themes-politique-de-la\2024-09-16_deliberations_domaines-de-competences-par-themes-politique-de-la_dcm-2024-274.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-256.csv
2024-09-16,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-autres-types-de-contrats\2024-09-16_deliberations_commande-publique-autres-types-de-contrats_dcm-2024-266.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-259.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-260.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-250.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-243.csv
2024-09-16,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-09-16_deliberations_finances-locales-subventions_dcm-2024-240.csv
2024-09-16,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-alienations\2024-09-16_deliberations_domaine-et-patrimoine-alienations_dcm-2024-286.csv
2024-09-16,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-acquisitions\2024-09-16_deliberations_domaine-et-patrimoine-acquisitions_dcm-2024-278.csv
2024-06-24,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-decisions-budgetaires\2024-06-24_deliberations_finances-locales-decisions-budgetaires_dcm-2024-224b.csv
2024-06-24,Finances locales/Decisions budgetaires,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-decisions-budgetaires\2024-06-24_deliberations_finances-locales-decisions-budgetaires_dcm-2024-226.csv
2024-06-24,Institutions et vie politique/Designation de representants,deliberations,module1-nettoyage/data/classe\deliberations\2024\institutions-et-vie-politique-designation-de-repre\2024-06-24_deliberations_institutions-et-vie-politique-designation-de-repre_dcm-2024-223.csv
2024-06-24,Commande Publique/Actes relatifs a la maitrise d oeuvre,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-actes-relatifs-a-la-maitrise-d-o\2024-06-24_deliberations_commande-publique-actes-relatifs-a-la-maitrise-d-o_dcm-2024-196.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-185.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-186.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-180.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2023-175.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-188.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-165.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-145.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-143.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-153.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-157.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-170.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-181.csv
2024-06-24,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-24_deliberations_finances-locales-subventions_dcm-2024-154.csv
2024-06-28,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-06-28_deliberations_finances-locales-subventions_dcm-2024-139.csv
2024-06-28,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-alienations\2024-06-28_deliberations_domaine-et-patrimoine-alienations_dcm-2024-205.csv
2024-04-15,Institutions et vie politique/Designation de representants,deliberations,module1-nettoyage/data/classe\deliberations\2024\institutions-et-vie-politique-designation-de-repre\2024-04-15_deliberations_institutions-et-vie-politique-designation-de-repre_2024-136.csv
2024-04-15,Commande Publique/Delegation de service public,deliberations,module1-nettoyage/data/classe\deliberations\2024\commande-publique-delegation-de-service-public\2024-04-15_deliberations_commande-publique-delegation-de-service-public_2024-125.csv
2024-04-15,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-acquisitions\2024-04-15_deliberations_domaine-et-patrimoine-acquisitions_2024-122.csv
2024-04-15,Urbanisme/Documents d urbanisme,deliberations,module1-nettoyage/data/classe\deliberations\2024\urbanisme-documents-d-urbanisme\2024-04-15_deliberations_urbanisme-documents-d-urbanisme_2024-118.csv
2024-04-15,Domaines de competences par themes/Politique de la ville-habitat-logement,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaines-de-competences-par-themes-politique-de-la\2024-04-15_deliberations_domaines-de-competences-par-themes-politique-de-la_2024-116.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-108.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-105.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-101.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-100.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-096.csv
2024-04-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-04-15_deliberations_finances-locales-subventions_2024-094.csv
2024-04-15,Domaines de competences par themes/Enseignement,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaines-de-competences-par-themes-enseignement\2024-04-15_deliberations_domaines-de-competences-par-themes-enseignement_2024-085.csv
2024-04-15,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-acquisitions\2024-04-15_deliberations_domaine-et-patrimoine-acquisitions_2024-0123.csv
2024-02-19,Institutions et vie politique/Intercommunalite,deliberations,module1-nettoyage/data/classe\deliberations\2024\institutions-et-vie-politique-intercommunalite\2024-02-19_deliberations_institutions-et-vie-politique-intercommunalite_2024-070.csv
2024-02-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-02-19_deliberations_finances-locales-subventions_2024-062.csv
2024-02-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2024\finances-locales-subventions\2024-02-19_deliberations_finances-locales-subventions_2024-046.csv
2024-02-19,Fonction publique/Regime indemnitaire,deliberations,module1-nettoyage/data/classe\deliberations\2024\fonction-publique-regime-indemnitaire\2024-02-19_deliberations_fonction-publique-regime-indemnitaire_2024-041.csv
2024-02-19,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2024\fonction-publique-personnel-titulaires-et-stagiair\2024-02-19_deliberations_fonction-publique-personnel-titulaires-et-stagiair_2024-040.csv
2024-01-25,Domaine et patrimoine/Autres actes de gestion du domaine public,deliberations,module1-nettoyage/data/classe\deliberations\2024\domaine-et-patrimoine-autres-actes-de-gestion-du-d\2024-01-25_deliberations_domaine-et-patrimoine-autres-actes-de-gestion-du-d_2024-017.csv
2024-01-22,Urbanisme/Actes relatifs au droit d occupation ou d utilisation des sols,deliberations,module1-nettoyage/data/classe\deliberations\2024\urbanisme-actes-relatifs-au-droit-d-occupation-ou-\2024-01-22_deliberations_urbanisme-actes-relatifs-au-droit-d-occupation-ou-_2024-002.csv
2021-12-06,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-prise-de-participation-sem-etc\2021-12-06_deliberations_finances-locales-prise-de-participation-sem-etc_2021-0451.csv
2021-12-06,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-prise-de-participation-sem-etc\2021-12-06_deliberations_finances-locales-prise-de-participation-sem-etc_2021-0378.csv
2021-12-06,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-divers\2021-12-06_deliberations_finances-locales-divers_2021-0470.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0455.csv
2021-12-06,Commande Publique/Marches publics,deliberations,module1-nettoyage/data/classe\deliberations\2021\commande-publique-marches-publics\2021-12-06_deliberations_commande-publique-marches-publics_2021-0453.csv
2021-12-06,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2021\commande-publique-autres-types-de-contrats\2021-12-06_deliberations_commande-publique-autres-types-de-contrats_2021-0433bis.csv
2021-12-06,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-acquisitions\2021-12-06_deliberations_domaine-et-patrimoine-acquisitions_2021-0435.csv
2021-12-06,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-acquisitions\2021-12-06_deliberations_domaine-et-patrimoine-acquisitions_2021-0434.csv
2021-12-06,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2021\commande-publique-autres-types-de-contrats\2021-12-06_deliberations_commande-publique-autres-types-de-contrats_2021-0428.csv
2021-12-06,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-alienations\2021-12-06_deliberations_domaine-et-patrimoine-alienations_2021-0429.csv
2021-12-06,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-alienations\2021-12-06_deliberations_domaine-et-patrimoine-alienations_2021-0426.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0415.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0412.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0406.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0403.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0364.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0363.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0387.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0372.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0438.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0407.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0439.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0395.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0383.csv
2021-12-06,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-12-06_deliberations_finances-locales-subventions_2021-0394.csv
2021-12-06,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-divers\2021-12-06_deliberations_finances-locales-divers_2021-0474.csv
2021-10-15,Fonction publique/Personnel contractuel,deliberations,module1-nettoyage/data/classe\deliberations\2021\fonction-publique-personnel-contractuel\2021-10-15_deliberations_fonction-publique-personnel-contractuel_2021-0349.csv
2021-10-15,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-alienations\2021-10-15_deliberations_domaine-et-patrimoine-alienations_2021-0337.csv
2021-10-15,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2021\domaine-et-patrimoine-acquisitions\2021-10-15_deliberations_domaine-et-patrimoine-acquisitions_2021-0334.csv
2021-10-15,Commande Publique/Autres types de contrats,deliberations,module1-nettoyage/data/classe\deliberations\2021\commande-publique-autres-types-de-contrats\2021-10-15_deliberations_commande-publique-autres-types-de-contrats_2021-0336.csv
2021-10-15,Autres domaines de competences/Autres domaines de competences des communes,deliberations,module1-nettoyage/data/classe\deliberations\2021\autres-domaines-de-competences-autres-domaines-de-\2021-10-15_deliberations_autres-domaines-de-competences-autres-domaines-de-_2021-0346.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0330.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0329.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0320.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0325.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0326.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0321.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0317.csv
2021-10-15,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2021\finances-locales-subventions\2021-10-15_deliberations_finances-locales-subventions_2021-0314.csv
2022-12-05,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-prise-de-participation-sem-etc\2022-12-05_deliberations_finances-locales-prise-de-participation-sem-etc_dcm-2022-0425.csv
2022-12-05,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-prise-de-participation-sem-etc\2022-12-05_deliberations_finances-locales-prise-de-participation-sem-etc_dcm-2022-0426.csv
2022-12-05,Institutions et vie politique/Intercommunalite,deliberations,module1-nettoyage/data/classe\deliberations\2022\institutions-et-vie-politique-intercommunalite\2022-12-05_deliberations_institutions-et-vie-politique-intercommunalite_dcm-2022-0415.csv
2022-12-14,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-personnel-titulaires-et-stagiair\2022-12-14_deliberations_fonction-publique-personnel-titulaires-et-stagiair_dcm-2022-0416.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0413.csv
2022-12-05,"Finances locales/Prise de participation (SEM, etc...)",deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-prise-de-participation-sem-etc\2022-12-05_deliberations_finances-locales-prise-de-participation-sem-etc_dcm-2022-0399.csv
2022-12-05,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-12-05_deliberations_finances-locales-divers_dcm-2022-0428.csv
2022-12-05,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-12-05_deliberations_finances-locales-divers_dcm-2022-0431.csv
2022-12-05,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-12-05_deliberations_finances-locales-divers_dcm-2022-0438.csv
2022-12-05,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-acquisitions\2022-12-05_deliberations_domaine-et-patrimoine-acquisitions_dcm-2022-0388.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0447.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0434.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0394.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0378.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0377.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0408.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0400.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0393.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0372.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0350.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0357.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0355.csv
2022-12-05,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-12-05_deliberations_finances-locales-subventions_dcm-2022-0347.csv
2022-10-17,Institutions et vie politique/Designation de representants,deliberations,module1-nettoyage/data/classe\deliberations\2022\institutions-et-vie-politique-designation-de-repre\2022-10-17_deliberations_institutions-et-vie-politique-designation-de-repre_2022-0313bis.csv
2022-10-17,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-acquisitions\2022-10-17_deliberations_domaine-et-patrimoine-acquisitions_2022-0307.csv
2022-10-17,Domaine et patrimoine/Alienations,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-alienations\2022-10-17_deliberations_domaine-et-patrimoine-alienations_2022-0306.csv
2022-10-17,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-10-17_deliberations_finances-locales-subventions_2022-0293.csv
2022-10-17,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-10-17_deliberations_finances-locales-subventions_2022-0291.csv
2022-09-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-09-19_deliberations_finances-locales-subventions_2022-0257.csv
2022-09-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-09-19_deliberations_finances-locales-subventions_2022-0258.csv
2022-09-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-09-19_deliberations_finances-locales-subventions_2022-0274.csv
2022-09-19,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-personnel-titulaires-et-stagiair\2022-09-19_deliberations_fonction-publique-personnel-titulaires-et-stagiair_2022-0285.csv
2022-09-19,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-acquisitions\2022-09-19_deliberations_domaine-et-patrimoine-acquisitions_2022-0268.csv
2022-09-19,Domaine et patrimoine/Acquisitions,deliberations,module1-nettoyage/data/classe\deliberations\2022\domaine-et-patrimoine-acquisitions\2022-09-19_deliberations_domaine-et-patrimoine-acquisitions_2022-0267.csv
2022-09-19,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-09-19_deliberations_finances-locales-subventions_2022-0252.csv
2022-09-19,Finances locales/Fonds de concours,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-fonds-de-concours\2022-09-19_deliberations_finances-locales-fonds-de-concours_2022-0248.csv
2022-06-27,Finances locales/Divers,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-divers\2022-06-27_deliberations_finances-locales-divers_2022-0240.csv
2022-06-27,Finances locales/Subventions,deliberations,module1-nettoyage/data/classe\deliberations\2022\finances-locales-subventions\2022-06-27_deliberations_finances-locales-subventions_2022-0235.csv
2022-06-27,Fonction publique/Personnel titulaires et stagiaires de la F.P.T.,deliberations,module1-nettoyage/data/classe\deliberations\2022\fonction-publique-personnel-titulaires-et-stagiair\2022-06-27_deliberations_fonction-publique-personnel-titulaires-et-stagiair_2022-0161bis.csv
