date,service,type_document,chemin_fichier
2022-03-14,Sports et jeunesse – Action socio-éducative – Provision Jeunes en projets – Première attribution de subventions 2022,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\sports-et-jeunesse-action-socio-educative-provisio\2022-03-14_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-provisio_17123-3728.csv
2022-03-14,Culture - Cinémas et autres salles de spectacles - SAEML Théâtre National de Bretagne (TNB) - EPCC École Européenne Supérieure d'Art de Bretagne (EESAB) - Subvention d'équipement - Convention,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\culture-cinemas-et-autres-salles-de-spectacles-sae\2022-03-14_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacles-sae_17223-3728.csv
2022-10-17,"Aménagement et services urbains, environnement – Politique de la Ville - Équipement - Provision Contrat de Ville – Deuxième attribution de subventions 2022",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2022\amenagement-et-services-urbains-environnement-poli\2022-10-17_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_13950-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_17230-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_17124-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_9760-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_9760-3728_2.csv
2024-02-19,Sports et jeunesse – Action socio-éducative – Autres actions en faveur des jeunes – Provision engagement citoyen – Première attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\sports-et-jeunesse-action-socio-educative-autres-a\2024-02-19_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-autres-a_9760-3728.csv
2024-02-19,"Enseignement, formation – Activités éducatives périscolaires – Provision associations ateliers périscolaires – DCM 2023-0040 et 2023-0356 – Modification - Versement d'un acompte pour l'année scolaire 2023-2024 – Première attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-02-19_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9022-3728.csv
2024-02-19,"Culture - Cinémas et autres salles de spectacle – Salles Le Liberté, L'Étage - Avis sur le choix du mode de gestion et d'exploitation",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-cinemas-et-autres-salles-de-spectacle-sall\2024-02-19_deports_instances_municipales_culture-cinemas-et-autres-salles-de-spectacle-sall_7301-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_7292-3728.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Culture, patrimoine et rayonnement – Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_7318-3728_2.csv
2024-02-19,"Finances – Attributions des subventions de fonctionnement au titre de l'année 2024 – Citoyenneté et Vie en Société – Enfance, jeunesse et politiques éducatives – Sports et activités physiques – Pilotage de l'action publique – Qualité des espaces publics – Aménagement durable et solidaire",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-attributions-des-subventions-de-fonctionn\2024-02-19_deports_instances_municipales_finances-attributions-des-subventions-de-fonctionn_17126-3728.csv
2024-04-15,"Aménagement et services urbains, environnement - Politique de la Ville - Renouvellement Urbain - Nouveau Programme National de Renouvellement Urbain - Subvention d'équipement attribuée à Archipel Habitat / Office Public de l'Habitat de Rennes Métropole pour les locaux d'activités à vocation associative des tours 12,10 et 4 allée de Brno - Convention",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-poli\2024-04-15_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_17231-3728.csv
2024-04-15,Interventions sociales et santé - Offre et accès aux soins - Pôle de Santé du Blosne - Subvention d'équipement - Avenant n°3 à la convention de revitalisation artisanale et commerciale Blosne-Est,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\interventions-sociales-et-sante-offre-et-acces-aux\2024-04-15_deports_instances_municipales_interventions-sociales-et-sante-offre-et-acces-aux_17122-3728.csv
2024-04-15,Interventions sociales et santé - Offre et accès aux soins - Pôle de Santé du Blosne - Subvention d'équipement - Avenant n°3 à la convention de revitalisation artisanale et commerciale Blosne-Est,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\interventions-sociales-et-sante-offre-et-acces-aux\2024-04-15_deports_instances_municipales_interventions-sociales-et-sante-offre-et-acces-aux_17223-3728.csv
2024-01-22,"Aménagement et services urbains, environnement - ZAC Madeleine – Rue de Nantes, rue Jean Jouvenet – Déclassement partiel et cession",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-01-22_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_7338-3728.csv
2024-01-22,"Aménagement et services urbains, environnement - ZAC Madeleine – Rue de Nantes, rue Jean Jouvenet – Déclassement partiel et cession",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-01-22_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_17231-3728.csv
2024-12-02,"Aménagement et services urbains, environnement - ZAC Porte de Saint-Malo - Promenade Hélène Bertaux - Cession à la SPLA Territoires Publics",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-12-02_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728.csv
2024-12-02,"Aménagement et services urbains, environnement - ZAC Blosne Est - Centre commercial Torigné - Acquisition des lots n° 10,11,12 et 13 à Territoires Publics",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-12-02_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_17122-3728_3.csv
2024-12-02,Interventions sociales et santé - Provision Handicap - Deuxième attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\interventions-sociales-et-sante-provision-handicap\2024-12-02_deports_instances_municipales_interventions-sociales-et-sante-provision-handicap_17122-3728.csv
2024-12-02,Culture - Action culturelle - SAEML Théâtre National de Bretagne (TNB) - Convention financière 2025 - 2029,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-saeml-theatre-national-d\2024-12-02_deports_instances_municipales_culture-action-culturelle-saeml-theatre-national-d_17223-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17126-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17228-3728.csv
2024-12-02,"Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Quatrième attribution de subventions 2024 - Versement de régularisations année scolaire 2023/2024 et du premier acompte année scolaire 2024/2025",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-12-02_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17228-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17121-3728.csv
2024-12-02,"Enseignement, formation - Activités éducatives périscolaires - Fonds Projets éducatifs de territoire/Commissions Éducation Enfance Jeunesse - Provision projets actions éducatives Territoires - Deuxième attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-12-02_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17121-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17123-3728.csv
2024-12-02,Sports et jeunesse - Action socio-éducative - Soutien à la vie associative - Association pour la Promotion de l'Action et de l'Animation Sociale (APRAS) - Locaux collectifs et pôles associatifs de quartier - Contrat de mission - Deuxième avenant,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\sports-et-jeunesse-action-socio-educative-soutien-\2024-12-02_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-soutien-_17124-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17087-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal - Citoyenneté et vie en société - Enfance, jeunesse et politique éducative - Pilotage de l'action publique - Qualité des espaces publics - Sports et activités physiques",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17234-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17232-3728.csv
2024-12-02,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_13950-3728.csv
2024-12-02,"Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Quatrième attribution de subventions 2024 - Versement de régularisations année scolaire 2023/2024 et du premier acompte année scolaire 2024/2025",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-12-02_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9725-3728.csv
2024-12-02,Interventions sociales et santé - Association Rennaise des Centres Sociaux - Convention d'objectifs tripartite 2025-2027,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\interventions-sociales-et-sante-association-rennai\2024-12-02_deports_instances_municipales_interventions-sociales-et-sante-association-rennai_17230-3728.csv
2024-12-02,Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\finances-subventions-de-fonctionnement-au-titre-de\2024-12-02_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_17197-3728.csv
2024-12-02,"Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Quatrième attribution de subventions 2024 - Versement de régularisations année scolaire 2023/2024 et du premier acompte année scolaire 2024/2025",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-12-02_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17197-3728.csv
2024-06-24,"Enseignement, formation - Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers - Première attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-06-24_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9760-3728.csv
2024-06-24,"Aménagement et services urbains, environnement - Politique de la ville - Contrat de ville - Programmation 2024 - Provision pour diverses actions -Première attribution de subventions 2024 et approbation des conventions pluriannuelles d'objectifs",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-poli\2024-06-24_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_9760-3728.csv
2024-06-24,"Enseignement, formation - Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers - Première attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-06-24_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17107-3728.csv
2024-06-24,Logement - Aides au secteur locatif - Agence Immobilière à Vocation Sociale (AIVS) - Subvention de fonctionnement - Modification de la délibération attributive de subventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\logement-aides-au-secteur-locatif-agence-immobilie\2024-06-24_deports_instances_municipales_logement-aides-au-secteur-locatif-agence-immobilie_17107-3728.csv
2024-06-24,"Enseignement, formation - Activités éducatives périscolaires - Provision Commission Éducation Enfance Jeunesse Sport Quartiers - Première attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-06-24_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17152-3728.csv
2024-06-24,Culture - Action culturelle - Aide à l'équipement - Attributions de subventions 2024 - SEML Théâtre National de Bretagne - Conventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-aide-a-l-equipement-attr\2024-06-24_deports_instances_municipales_culture-action-culturelle-aide-a-l-equipement-attr_17152-3728.csv
2024-06-24,Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative (FAVA) - Deuxième attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\sports-et-jeunesse-action-socio-educative-provisio\2024-06-24_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-provisio_17152-3728.csv
2024-06-26,Administration générale - Information - Communication - Provision pour aide aux festivals - première attribution de subventions en 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\administration-generale-information-communication-\2024-06-26_deports_instances_municipales_administration-generale-information-communication-_17152-3728.csv
2024-06-24,"Aménagement et services urbains, environnement - Avenue Jules Maniez et rue Claude Bernard - Acquisition et incorporation d'espaces verts à Territoires et Développement",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-aven\2024-06-24_deports_instances_municipales_amenagement-et-services-urbains-environnement-aven_9773-3728.csv
2024-06-24,"Aménagement et services urbains, environnement - ZAC Maurepas Gros-Chêne - 1, 3 et 5 rue de la Marbaudais - Désaffectation, déclassement et cession à la SPLA TERRITOIRES PUBLICS",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-06-24_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728.csv
2024-06-24,Culture - Action culturelle - Aide à l'équipement - Attributions de subventions 2024 - SEML Théâtre National de Bretagne - Conventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-aide-a-l-equipement-attr\2024-06-24_deports_instances_municipales_culture-action-culturelle-aide-a-l-equipement-attr_17121-3728.csv
2024-06-24,Culture - Action culturelle - Aide à l'équipement - Attributions de subventions 2024 - SEML Théâtre National de Bretagne - Conventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-aide-a-l-equipement-attr\2024-06-24_deports_instances_municipales_culture-action-culturelle-aide-a-l-equipement-attr_9762-3728.csv
2024-06-24,"Aménagement et services urbains, environnement - Avenue Jules Maniez et rue Claude Bernard - Acquisition et incorporation d'espaces verts à Territoires et Développement",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-aven\2024-06-24_deports_instances_municipales_amenagement-et-services-urbains-environnement-aven_17223-3728.csv
2024-06-24,Culture - Action culturelle - Aide à l'équipement - Attributions de subventions 2024 - SEML Théâtre National de Bretagne - Conventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-aide-a-l-equipement-attr\2024-06-24_deports_instances_municipales_culture-action-culturelle-aide-a-l-equipement-attr_9727-3728.csv
2024-06-25,Administration générale - Information - Communication - Provision pour aide aux festivals - première attribution de subventions en 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\administration-generale-information-communication-\2024-06-25_deports_instances_municipales_administration-generale-information-communication-_17122-3728.csv
2024-06-24,Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative (FAVA) - Deuxième attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\sports-et-jeunesse-action-socio-educative-provisio\2024-06-24_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-provisio_11097-3728.csv
2024-06-24,"Aménagement et services urbains, environnement - Politique de la ville - Contrat de ville - Programmation 2024 - Provision pour diverses actions -Première attribution de subventions 2024 et approbation des conventions pluriannuelles d'objectifs",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-poli\2024-06-24_deports_instances_municipales_amenagement-et-services-urbains-environnement-poli_11097-3728.csv
2024-06-24,Logement - Aides au secteur locatif - Agence Immobilière à Vocation Sociale (AIVS) - Subvention de fonctionnement - Modification de la délibération attributive de subventions,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\logement-aides-au-secteur-locatif-agence-immobilie\2024-06-24_deports_instances_municipales_logement-aides-au-secteur-locatif-agence-immobilie_17231-3728.csv
2024-09-16,"Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Troisième attribution de subventions 2024 - Versement du solde année scolaire 2023/2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-09-16_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_13950-3728.csv
2024-09-16,"Culture -Action culturelle - Provision ""résidences artistiques"" - Première attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-provision-residences-art\2024-09-16_deports_instances_municipales_culture-action-culturelle-provision-residences-art_9727-3728.csv
2024-09-16,"Culture - Action culturelle - Provision ""Éducation artistique et culturelle"" - Deuxième attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-action-culturelle-provision-education-arti\2024-09-16_deports_instances_municipales_culture-action-culturelle-provision-education-arti_9760-3728.csv
2024-09-16,"Enseignement, formation - Activités éducatives périscolaires - Provision associations ateliers périscolaires - Troisième attribution de subventions 2024 - Versement du solde année scolaire 2023/2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-activites-educatives-perisc\2024-09-16_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_17197-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC Claude Bernard/Alexandre Duval - Concession d'aménagement - Deuxième avenant",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_17122-3728_4.csv
2024-09-16,"Enseignement, formation - Année scolaire 2024/2025 - Actions de sensibilisation - Provision fonds projets écoles - Deuxième attribution de subventions 2024",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\enseignement-formation-annee-scolaire-2024-2025-ac\2024-09-16_deports_instances_municipales_enseignement-formation-annee-scolaire-2024-2025-ac_9762-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC Blosne Est - centre commercial Torigné - Désaffectation, Déclassement et cession à la SPLA TERRITOIRES PUBLICS",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728_2.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC Baud-Chardonnet - Cession à Territoires Publics",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9773-3728_3.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC Baud-Chardonnet - Cession à Territoires Publics",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_17223-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - Provision actions de quartier - Troisième attribution de subventions 2024 - Modification de la délibération antérieure",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-prov\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-prov_17107-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - Provision actions de quartier - Troisième attribution de subventions 2024 - Modification de la délibération antérieure",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-prov\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-prov_17174-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC Blosne Est - centre commercial Torigné - Désaffectation, Déclassement et cession à la SPLA TERRITOIRES PUBLICS",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_7301-3728.csv
2024-09-16,"Aménagement et services urbains, environnement - ZAC du Haut-Sancé - Lots B10 à B25 - Cession de terrains à l'OFS - Modificatif",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\amenagement-et-services-urbains-environnement-zac-\2024-09-16_deports_instances_municipales_amenagement-et-services-urbains-environnement-zac-_9821-3728.csv
2024-09-16,"Administration générale - Désignation de représentants dans les établissements publics d'enseignement, écoles, collèges et lycées - DCM n°2020-0112 - Modification",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\administration-generale-designation-de-representan\2024-09-16_deports_instances_municipales_administration-generale-designation-de-representan_24337-4159.csv
2024-10-14,Culture - Musée des Beaux-Arts de Maurepas - Bail avec Archipel Habitat - Validation,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\culture-musee-des-beaux-arts-de-maurepas-bail-avec\2024-10-14_deports_instances_municipales_culture-musee-des-beaux-arts-de-maurepas-bail-avec_17194-3728.csv
2024-10-14,Sports et jeunesse - Animation sportive - Provisions pour manifestations sportives - Quatrième attribution de subventions 2024,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2024\sports-et-jeunesse-animation-sportive-provisions-p\2024-10-14_deports_instances_municipales_sports-et-jeunesse-animation-sportive-provisions-p_17234-3728.csv
2025-12-01,"Enseignement, formation - Activités éducatives périscolaires - Provision Associations ateliers périscolaires - Régularisation 2024/2025 - Versement premier acompte 2025/2026",deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\enseignement-formation-activites-educatives-perisc\2025-12-01_deports_instances_municipales_enseignement-formation-activites-educatives-perisc_9022-3728.csv
2025-12-01,Sports et jeunesse - Action socio-éducative - Autres actions en faveur des jeunes - Provision Loisirs innovation jeunes - Deuxième attribution de subventions 2025,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\sports-et-jeunesse-action-socio-educative-autres-a\2025-12-01_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-autres-a_9022-3728.csv
2025-12-01,Finances - Subventions de fonctionnement au titre de l'année 2026 - Attribution d'avances avant vote du budget principal,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\finances-subventions-de-fonctionnement-au-titre-de\2025-12-01_deports_instances_municipales_finances-subventions-de-fonctionnement-au-titre-de_9022-3728.csv
2025-12-01,Relations internationales - Provision Aides pour projets à caractère international - Quatrième attribution de subventions 2025,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\relations-internationales-provision-aides-pour-pro\2025-12-01_deports_instances_municipales_relations-internationales-provision-aides-pour-pro_17123-3728.csv
2025-12-01,Relations internationales - Provision solidarité internationale - Quatrième attribution de subventions 2025,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\relations-internationales-provision-solidarite-int\2025-12-01_deports_instances_municipales_relations-internationales-provision-solidarite-int_17123-3728.csv
2025-12-01,Sports et jeunesse - Action socio-éducative - Autres actions en faveur des jeunes - Provision Engagement citoyen - Cinquième attribution de subventions 2025,deports_instances_municipales,module1-nettoyage/data/classe\deports_instances_municipales\2025\sports-et-jeunesse-action-socio-educative-autres-a\2025-12-01_deports_instances_municipales_sports-et-jeunesse-action-socio-educative-autres-a_17121-3728.csv
