organom,secteur,adrenumero,adreextension,adreimmeuble,adrerue,adrecoordx,adrecoordy,longitude,latitude,rivolide,quarnom,id_sitorg,latlong,nom_specialite_principale,date_recuperation,id_projet
Ecole élémentaire Nelson Mandela,2,1.0,,,Rue Christine de Pisan,1350527.3750,7225549.0000,-1.6984939351,48.1339832006,RUE CHRISTINE DE PISAN,Villejean - Beauregard,1445,"{'lon': -1.6984939351, 'lat': 48.1339832006}",Ecole élémentaire,2026-08-11,ECOLE-0001
