Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2025-03-24,Ville de Rennes,Conseil Municipal,2025-050,"Finances - Attributions subventions fonctionnement 2025 - Citoyenneté, Vie en Société - Enfance, jeunesse, politiques éducatives - Sports, activités physiques - Pilotage action publique - Qualité espaces publics - Aménagement durable solidaire",M THEURIER,9821-3728,GUILLOTIN Daniel,"Conseiller municipal délégué à l'Énergie, au climat, au bâtiment durable et aux matériaux biosourcés, délégué au Quartier Thabor Saint-Hélier",Versement de subventions,,Représentant de la VDR ou RM auprès de l'organisme bénéficiaire
