COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,DCM_2023_0196,2023-06-26,3.2,Domaine et patrimoine/Alienations,"DCM 2023-0196 - Aménagement et services urbains, environnement ZAC Baud Chardonnet Cession à Rennes Métropole pour l'extension de la chaufferie",,,,2023-07-07 00:00:00,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/449629/cc1b125e1aafad6be621d1ba650bce11e4f5719e7ac7a9326df863e3ab1e065e.pdf
