COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,2024_0124,2024-04-15,3.5,Domaine et patrimoine/Autres actes de gestion du domaine public,"DCM 2024-124 - Aménagement et services urbains, environnement - ZAC Blosne Est - Lot E13a - Désaffectation et déclassement",,,,2024-04-22 00:00:00,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/629385/bd173ec55a2a2fec51102857126b9ef69fc314145b1bca6e9f2a531c0bd2becb.pdf
