Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2022-03-14,Ville de Rennes,Conseil Municipal,2022_0036,"Culture - Cinémas et autres salles de spectacle - Salles Le Liberté, l'Étage et le MusikHall - Avenant n°1 au contrat de concession de service public avec Citédia Services",SEMERIL Sébastien,7287-3728,BOURCIER Frédéric,"Conseiller municipal délégué aux Sports, délégué au Quartier La Pommeraie",Avenant concession service public,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/176039/3d35ee853ef1e84a0d684599f1549b9298d93fe521cc4fbc33486b16e45357ea.pdf,Représentant de la VDR au CA du bénéficiaire
