Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2024-12-02,Ville de Rennes,Conseil Municipal,2024-491,"Finances - Subventions de fonctionnement au titre de l'année 2025 - Attribution d'acomptes avant vote du budget principal -Culture, patrimoine et rayonnement - Solidarités et cohésion sociale",M THEURIER,7285-3728,NADESAN Yannick,5è adjoint délégué à la Santé,Représentant de VDR ou RM auprès de l'organisme concerné,,Représentant de VDR ou RM auprès de l'organisme concerné
