Date,Collectivité,Instance,Numero delib,Titre délib,Rapporteur,ID élu,Elu,FONCTION,Theme déport,DELIB_URL,Observations
2023-12-04,Ville de Rennes,Conseil Municipal,2023_0446,Administration générale – Dalle W1 – Contentieux Syndic copropriété garages du Colombier – Transfert compétences – Régularisation par protocole d'accord avec Rennes Métropole,M THEURIER,13950-3728,BOUCHONNET Iris,"16è adjointe déléguée à la Jeunesse, à la vie étudiante et à la politique des temps",,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2023/534680/a237b25b43659f332eab9292ec8f2a57c6c5e4fdcbb6e41ad9ead7615590b613.pdf,Motif personnel
