COLL_NOM;COLL_SIRET;DELIB_ID;DELIB_DATE;DELIB_MATIERE_CODE;DELIB_MATIERE_NOM;DELIB_OBJET;BUDGET_ANNEE;BUDGET_NOM;PREF_ID;PREF_DATE;VOTE_EFFECTIF;VOTE_REEL;VOTE_POUR;VOTE_CONTRE;VOTE_ABSTENTION;DELIB_URL
COMMUNE DE RENNES;21350238800019;DCM_2025_363;2025-09-22;1.1;Commande Publique/Marches publics;DCM 2025-363 - Administration générale - Village Vacances Lamoura - Groupement de commandes pour la passation d'un marché public de prestations juridiques - Convention;;;;2025-09-29 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_353;2025-09-22;7.9;Finances locales/Prise de participation (SEM, etc...);DCM 2025-353 - Aménagement et services urbains, environnement - Société d'Économie Mixte Territoires et Développement - Rapport des représentants de la Ville de Rennes pour 2024 - Approbation;;;;2025-09-29 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_339;2025-09-22;1.4;Commande Publique/Autres types de contrats;DCM 2025-339 - Aménagement et services urbains, environnement - ZAC Baud-Chardonnet - Bilan financier prévisionnel actualisé au 31 décembre 2024 - Approbation;;;;2025-09-29 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_335;2025-09-22;2.2;Urbanisme/Actes relatifs au droit d occupation ou d utilisation des sols;DCM 2025-335 - Aménagement et services urbains, environnement - Rennes Centre Ancien - Opération de Restauration Immobilière - 5ème programme de DUP de travaux - Enquête publique préalable;;;;2025-09-29 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_332;2025-09-22;1.4;Commande Publique/Autres types de contrats;DCM 2025-332 - Aménagement et services urbains, environnement - ZAC Blosne-Est - Opération revitalisation artisanale commerciale - Avenant n°5 - Bilan financier actualisé au 31/12/2024 - Approbation;;;;2025-09-29 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_152;2025-05-19;3.2;Domaine et patrimoine/Alienations;DCM 2025-152-Aménagement et services urbains, environnement - 67 boulevard Albert 1er - Cession - Modificatif;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873950/9437b2de22c99fb5ee9e525e260403e632ebbd665bb30a0cfccd160eee7a3557.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_150;2025-05-19;3.5;Domaine et patrimoine/Autres actes de gestion du domaine public;DCM 2025-150-Aménagement et services urbains, environnement - 15 allée Nadault de Buffon - Désaffectation - Déclassement et cession;;;;2025-05-23 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_147;2025-05-19;1.6;Commande Publique/Actes relatifs a la maitrise d oeuvre;DCM 2025-147-Famille - Accueil de la petite enfance - Crèche Bois Perrin - Construction - Avant-Projet Définitif - Approbation;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873944/ce5bd61f08ae9b6b86bd8cc39138db7b0bc258b62f710af2b4eb935171386b31.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_146;2025-05-19;1.6;Commande Publique/Actes relatifs a la maitrise d oeuvre;DCM 2025-146-Sports et jeunesse - Complexe sportif Cleunay Lesseps - Rénovation d'un terrain de football gazon synthétique - Programme et enveloppe financière prévisionnelle - Approbation;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873941/bcad143633946c07578cbba068bee68cdf5af04a18e9b30f1ed435b1c2df1b93.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_144;2025-05-19;7.5;Finances locales/Subventions;DCM 2025-144-Aménagement et services urbains, environnement - Provision Associations émergentes - Première attribution de subventions 2025;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873937/aaf2186bfce2ee5790a8e71da466aacfe375d9a6b94afe4b4e070cf46b2d37e5.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_163;2025-05-19;5.4;Institutions et vie politique/Delegation de fonctions;DCM 2025-163-Administration générale - Délégation du Conseil municipal à la Maire - Compte rendu des mois de janvier et février 2025;;;;2025-05-23 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_136;2025-05-19;7.5;Finances locales/Subventions;DCM 2025-136-Relations internationales - Provision Mobilité internationale - Troisième attribution de subvention 2025;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873895/2e04fa41c134fc0c8199c8e57950021b53f0893bd36dcb2d4fd199597222251a.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_153;2025-05-19;3.1;Domaine et patrimoine/Acquisitions;DCM 2025-153-Aménagement et services urbains, environnement - 42 rue Marcel Sembat - Acquisition;;;;2025-05-23 00:00:00;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2025_128;2025-05-19;7.5;Finances locales/Subventions;DCM 2025-128-Sports et jeunesse - Action socio-éducative - Équipement - Provision Équipements de quartiers - Première attribution de subvention 2025;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873867/c86f068e737d7215aaa3e776a92b4c9e3a6a9723abf3bb595404ef492a4e9901.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_121;2025-05-19;7.5;Finances locales/Subventions;DCM_2025-121-Culture - Action culturelle - Provision Droits culturels - Participation - Première attribution de subventions 2025;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873688/29bb770c0873e6366ecb379aec0e5d1578c0a6c4d4f7e70afceb8cdda149ae90.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_115;2025-05-19;7.5;Finances locales/Subventions;DCM_2025-115-Sports et jeunesse - Action socio-éducative - Autres actions en faveur des jeunes - Provision Jeunes adultes quartiers - Première attribution de subventions 2025;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873633/1ab296127541a7c4de50ed624cb5ddc166fab4273ed102b0c2b92d68250c61f4.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_106;2025-05-19;9.1;Autres domaines de competences/Autres domaines de competences des communes;DCM_2025-106-Famille - Accueil de la petite enfance - SAS Evancia - Avis préalable au projet de création d'une petite crèche 18 boulevard Beaumont;;;;2025-05-23 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/873537/26a1ec41fcc275cda097842f7644846cb93501ac004e906965c25839c4be8750.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_100;2025-03-24;4.1;Fonction publique/Personnel titulaires et stagiaires de la F.P.T.;DCM_2025-100-Administration_generale_Personnel_Creations_suppressions_et_transformations_emploi_au_titre_de_2025_Premier_complement;;;;2025-04-01 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/833053/36ba908a591d992d69f8c20b4002d1bdf4b3e0e98ed3fb723e7174b432107bd4.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_051;2025-03-24;7.5;Finances locales/Subventions;DCM_2025-051_Finances_Subventions_Culture_patrimoine_rayonnement_Solidarites_cohesion_sociale;;;;2025-04-01 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/832732/d20cdb5250603bc5fea24a7492ad88a4ac9ecb86b55e3465ce8e91ea10bb1f06.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_089;2025-03-24;3.1;Domaine et patrimoine/Acquisitions;DCM_2025-089-Amenagement_et_services_urbains_environnement_124_rue_de_Chateaugiron_Acquisition;;;;2025-04-01 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/831495/ea4b8bae3592584776cdc5a50144daa822dd059a85163574d1eb38722cae88b3.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_075;2025-03-24;7.5;Finances locales/Subventions;DCM_2025-075-Sports_jeunesse_Projet_Binquenais_1ere_subvention;;;;2025-03-31 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/830450/a7734b8cd2f93f698060555a5ead837c7324aa76b283418c7bf300afbb77fc7e.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_074;2025-03-24;1.2;Commande Publique/Delegation de service public;DCM_2025-074-Sports_jeunesse_Patinoire_le_Blizz_Contrat_concession_service_public;;;;2025-03-31 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/830446/f9655ef98c55424af52392b90ebfcfaa35f87efb2a6a1721cc854211f1c76fea.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_069;2025-03-24;7.5;Finances locales/Subventions;DCM_2025-069-Culture_Les_Rennais_prennent_lart_1ere_subventions;;;;2025-03-31 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/830109/4f1ab9dc531e08ddea9a65ece741558f479899d195ae83e1a1ae7ae368fe0333.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_064;2025-03-24;7.5;Finances locales/Subventions;DCM_2025-064_Famille_petite_enfance_L_Etoile_Caisse_Allocations_Familiales_Convention;;;;2025-03-31 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/829724/49c79f8282f4d360a310bffd927f8027915766b695319510309c869afef52f07.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_058;2025-03-24;7.5;Finances locales/Subventions;DCM_2025-058_Enseignement_form_Fonds_projet_educ_nature_au_vivant_1ere_subventions;;;;2025-03-28 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/829009/db2d062cb5ffa7ef0939ab4c13fa2545fc991bb33f5599efb07e98667ab28424.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_030;2025-02-03;3.2;Domaine et patrimoine/Alienations;DCM_2025-030-Amenagement_et_services_urbains__environnement_-_ZAC_Blosne_Est_-_Maxi_Lot_B_-_Lot_E24_-_Parcelles_LO_202_et_LO;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796624/20bc3fa91ffd2561385b200beee5479bf10931030119da7b577d79afe57349a2.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_029;2025-02-03;3.1;Domaine et patrimoine/Acquisitions;DCM_2025-029-Amenagement_et_services_urbains__environnement_-_ZAC_Blosne_Est_-_Torigne_-_Parcelle_LO_217_-_Acquisition;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796623/e45d61e73432e64b0325419542c133b46886d6f186b10a984261e04b49c5cedd.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_024;2025-02-07;3.5;Domaine et patrimoine/Autres actes de gestion du domaine public;DCM_2025-024-Amenagement_et_services_urbains__environnement_-_ZAC_Blosne_Est_-_Maxi_lot_B_-_Lot_E24_-_Parcelles_LO_202_et_LO;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796612/47056c57fcd48413c494e48c5e8f41b4eaf1adb62fcfacffff4c81c4998e0782.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_010;2025-02-03;7.5;Finances locales/Subventions;DCM_2025-010-Sports_et_jeunesse_-_Action_socio-educative_-_Loisirs_alternatifs_pour_les_jeunes_adultes_-_Provision_manifesta;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796580/af9972155a616f4ca958709fd0cddf86789ec121f63aa6fe073a4e5240dcf73d.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_044;2025-02-03;4.1;Fonction publique/Personnel titulaires et stagiaires de la F.P.T.;DCM_2025-044-Administration_generale_-_Personnel_-_Creations__suppressions_et_transformations_demplois_au_titre_de_lannee_2025;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796574/89e43c1993071b9fee4570b73f2a3f0189846ac667cb797d6be0d5078e53ea23.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_043;2025-02-03;4.2;Fonction publique/Personnel contractuel;DCM_2025-043-Administration_generale_-_Personnel_-_Recensement_population_2025_-_Enquete_Familles_-_Agents_recenseurs_-_Remu;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796572/bb19b50f13031ee0b0012705e788135270a0f458f6ba12c219e0821a8b923d7c.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_008;2025-02-03;7.5;Finances locales/Subventions;DCM_2025-008-Enseignement__formation_-_Oeuvres_scolaires_-_Association_des_Fourneaux_Economiques_-_Convention_-_Avenant_4;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796571/7b4bebfd84d2ed7ba246e096859a59923089fce12e4c886ae371c6b4eaac07a3.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_003;2025-02-03;1.6;Commande Publique/Actes relatifs a la maitrise d oeuvre;DCM_2025-003-Enseignement__formation_-_Groupe_scolaire_Les_Gantelles_-_Travaux_-_Programme_et_enveloppe_financiere;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796543/449ee92487f4f9a48f1086ee6280dce5826f55bb95fe9cc26f08a752b04f2dbd.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_021;2025-02-03;3.5;Domaine et patrimoine/Autres actes de gestion du domaine public;DCM_2025-021-Amenagement_et_services_urbains__environnement_-_Occupation_du_domaine_public_-_Prevalaye_-_Convention_doccupat;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796497/8598060428e6f35ea5641c70820381424837061c08e69346bc80b43aa0b3785c.pdf
COMMUNE DE RENNES;21350238800019;DCM_2025_020;2025-02-03;2.2;Urbanisme/Actes relatifs au droit d occupation ou d utilisation des sols;DCM_2025-020-Amenagement_et_services_urbains__environnement_-_Parcelle_DZ_17_-_Le_Petit_Blosne_-_Conventions_de_servitude_-_ENED;;;;2025-02-07 00:00:00;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796490/dbb7d8b615b0fdb6120aebf12bd399201be74b7180efea1c8a75616ec954979c.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0330;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0330 - Culture - Action culturelle – Association Diwan Bro Roazhon – Convention de partenariat – Renouvellement;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/297772/49195d68e4b5d10634dd309050d1e9732a58242e8d581132b9d9ae817976cea9.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0441;2022-12-05;8.1;Domaines de competences par themes/Enseignement;DCM 2022-0441 - Enseignement, formation – Inscription des élèves rennais dans les écoles publiques – Définition du périmètre scolaire de l'école Toni Morrison - Modalités d'inscription pour la rentrée 2023/2024;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295742/dccb6be8a8153395858faa4e898b01a84566195c99d69a2c018656fe7fbd5b0f.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0414;2022-12-05;7.9;Finances locales/Prise de participation (SEM, etc...);DCM 2022-0414 - Administration générale – Information, communication – Société Anonyme d'Économie Mixte Rennes Cité Média – TV Rennes – Rapport d'activité et bilan financier pour 2021;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295730/37e60600171e0546f590b1c7d16fea5bffa0ca700c075d78f2b9d591fc57dab5.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0419;2022-12-05;4.2;Fonction publique/Personnel contractuel;DCM 2022-0419 - Finances - Administration générale - Personnel – Direction Éducation Enfance - Édulab Pasteur - Rémunération des intervenants;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295670/513957e283b9f34d7d2ce0f672e3ce26ae005b2af3196641a7cbd38d54b5916f.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0411;2022-12-05;5.4;Institutions et vie politique/Delegation de fonctions;DCM 2022-0411 - Administration générale – Délégation du Conseil municipal à la Maire – Compte rendu des mois de septembre et octobre 2022;;;;;;;;;;
COMMUNE DE RENNES;21350238800019;DCM_2022_0410;2022-12-05;9.4;Autres domaines de competences/Voeux et motions;DCM 2022-0410 – Administration générale - Vœu hommage et soutien aux femmes Iraniennes- Vœu proposé par groupes Mouvement Radical, Socialiste Démocrate et Citoyen, Génération.s, Communiste, Écologiste et Citoyen, Révéler Rennes, Libre d’Agir pour Rennes;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295596/8181f0b3389a42a04584d934a587554f026e7177ff17cc375b8c37f9bfa891c3.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0398;2022-12-05;7.9;Finances locales/Prise de participation (SEM, etc...);DCM 2022-0398 - Aménagement et services urbains, environnement – Société d'Économie Mixte Territoires & Développement – Rapport des représentants de la Ville de Rennes pour l'année 2021 – Approbation;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295511/b00253c7586800e2f3d20a0b2d9db40fda4449c735a8906cc9d9b3566cc082f0.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0396;2022-12-05;7.9;Finances locales/Prise de participation (SEM, etc...);DCM 2022-0396 - Aménagement et services urbains, environnement – Société Publique Locale d'Aménagement Territoires Publics – Rapport des représentants de la Ville de Rennes pour l'année 2021 – Approbation;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295499/eb2bfd3dd531aaab64770e770f06d7e3e53456d4a040573adf28877ff05d27e3.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0395;2022-12-05;8.8;Domaines de competences par themes/Environnement;DCM 2022-0395 - Amén serv urb, env - Installation Classée Protection Environn – Sté SASCardinTP - Prolongation autorisation modif conditions exploitation installation stockage déchets inertes (ISDI) L'Épine Rheu - Enquête publique - Avis Conseil Municipal;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295458/ecb7275146792403ded2affd45d9c40a0aadb05ab69058a2272873827731fde0.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0386;2022-12-05;1.4;Commande Publique/Autres types de contrats;DCM 2022-0386 - Aménagement et services urbains, environnement – ZAC Claude Bernard/Alexandre Duval – Bilan financier actualisé au 31 décembre 2021;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295288/72d7c8eb7154e52b56981a418ee508bf96bd46e873478d876586a990959f5a1d.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0384;2022-12-05;1.4;Commande Publique/Autres types de contrats;DCM 2022-0384 - Aménagement et services urbains, environnement – ZAC Beauregard – Bilan financier actualisé au 31 décembre 2021 - Approbation;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295262/e9a5fc760409a0bcbafb1dde4fcc592058ef34bad64b87fa120e9d4b01573c67.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0437;2022-12-05;7.1;Finances locales/Divers;DCM 2022-0437 - Finances – Budget principal, budget annexe – Autorisations de programme – Ajustement des autorisations en cours et ouverture anticipée des autorisations au titre de 2023;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/295204/d1b9b310edc660987661492725357140fdb735f4eb1ea1bd70019d51eb12d4df.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0436;2022-12-05;7.1;Finances locales/Divers;DCM 2022-0436 - Finances – Exercice 2022 - Décision Modificative n°1 – Abondement subvention au CCAS;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/294340/81448ce9d3224726c79c2b07123d503fc8ace39f98fc827585425f905907b22d.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0322;2022-12-05;9.1;Autres domaines de competences/Autres domaines de competences des communes;DCM 2022-0322 - Sports et jeunesse – Action socio-éducative – Chartes territoriales de la cohésion sociale – Actualisation – Présentation;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/293786/e14df3041aabf4c89e8a47e3a2a39de9c212a8876c8995e361656f3a100f352a.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0433;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0433 - Finances – Subventions de fonctionnement au titre de l'année 2023 - Attribution d'acomptes avant vote du budget principal - Culture, patrimoine et rayonnement – Solidarités et cohésion sociale;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/291320/b591fcdb5321bce0c7e9ac2f16010ef837e22e38acd21c24f549960d1042ce1d.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0391;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0391 - Aménagement et services urbains, environnement – Politique de la Ville - Équipement - Provision Contrat de Ville – Troisième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/291097/9be0374aa49f09ae3f3e20dc004801e7429a4b58626cf8fcead6a3f6eab22fe1.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0373;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0373 - Famille – Accueil de la petite enfance – Association Merlinpinpin – Mandat de gestion Asfad - Attribution de subvention 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/291065/26ced9fe126256bf64eeb559adf2667b92077288ef1ea15d673d36643b7ec450.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0369;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0369 - Interventions sociales et santé - Actions sociales et accompagnement des publics – Provision pour diverses actions sociales – Troisième attribution de subventionS 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/291040/52c2c48d2878882d857a7188ce3bd5a9f2ec12e7e91b562e963362c3a2e960cf.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0354;2022-12-05;7.5;Finances locales/Subventions;"DCM 2022-0354 - Sports et jeunesse – Action socio-éducative – Animation dans les quartiers – Équipement de quartier ""Le Jeu de Paume"" - Provision Jeu de Paume – Attribution de subvention 2022";;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/290947/8e5682a29bad003d301ff7a7c7e28cb2263c252c6dd8ec4c74f08733a176727e.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0344;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0344 - Sports et jeunesse – Animation sportive - Provision pour manifestations sportives – Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/290883/63675e4df0235d093afd6299b371f75b59dd799d82c19efae87129bd2be4c1a5.pdf
COMMUNE DE RENNES;21350238800019;DCM_2022_0336;2022-12-05;7.5;Finances locales/Subventions;DCM 2022-0336 - Culture - Action culturelle - Provision Droits culturels - Participation - Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/290608/4f915902dd3243434a8de21a39381ad819cca15f471360f1adef320709ed143d.pdf
COMMUNE DE RENNES;21350238800019;2022_0320;2022-10-17;7.1;Finances locales/Divers;DCM 2022-0320 - Finances - Budget Principal – Corrections sur exercices antérieurs – Rattrapage d'amortissement;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/262698/2f30d14a4e921a75481cabd6171ae03e5e398379259f5fad571844fab09666e4.pdf
COMMUNE DE RENNES;21350238800019;2022_0315;2022-10-17;5.4;Institutions et vie politique/Delegation de fonctions;DCM 2022-0315 - Administration générale – Délégation du Conseil municipal à la Maire – Délégation du Conseil municipal à la Maire – Compte rendu des mois de juillet et août 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/262670/6fd13898eb7c3536a9a8dabf7a9ce3cd9439b532c0f616201eb03334fda183e6.pdf
COMMUNE DE RENNES;21350238800019;2022_0314;2022-10-17;7.5;Finances locales/Subventions;DCM 2022-0314 - Relations internationales - Aides pour projets à caractère international - Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/262666/16f54925557022e3e07ee50e183560c897666d8570edb2f7e155ec5bc98ada8b.pdf
COMMUNE DE RENNES;21350238800019;2022_0304;2022-10-17;1.4;Commande Publique/Autres types de contrats;DCM 2022-0304 - Aménagement et services urbains, environnement - ZAC Alphonse Guérin – Bilan financier actualisé au 31 décembre 2021 – Approbation;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/262054/207cdb6c86321f1489ea78b52491ee34437e9a61932d2a80f38166097edc2bac.pdf
COMMUNE DE RENNES;21350238800019;2022_0303;2022-10-17;7.5;Finances locales/Subventions;DCM 2022-0303 - Interventions sociales et santé – Autres interventions sociales – Provision Égalite femmes hommes – Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/262046/2dba782041d4b457f6347f487a5678a273734567f2d4fe92dd9282c0eab34bfd.pdf
COMMUNE DE RENNES;21350238800019;2022_0300;2022-10-17;7.5;Finances locales/Subventions;DCM 2022-0300 - Sports et jeunesse – Action socio-éducative – Autres actions en faveur des jeunes – Provision pour projets étudiants – DCM 2022-0188 – Modification - Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/261974/81a5b11a68eeb87b047ac24b3621e942b1022f1c0a4e362a5e26c94e401851f3.pdf
COMMUNE DE RENNES;21350238800019;2022_0298;2022-10-17;7.5;Finances locales/Subventions;DCM 2022-0298 - Sports et jeunesse - Action socio-éducative - Provision Fonds d'Aide à la Vie Associative – Quatrième attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/261954/305a0d13cbee0f5fa8c25d8bd0045fd4924c65281d49a2787f08cb9378b97736.pdf
COMMUNE DE RENNES;21350238800019;2022_0294;2022-10-17;7.5;Finances locales/Subventions;DCM2022-0294 - Sports et jeunesse – Animation sportive - Provision aide aux clubs et animation (Caisse d'entraide) - Attribution de subventions 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/261920/69c3299ea3644c78e29108e1703440bdce06386dfa211888b9d59eaa4d7eba5b.pdf
COMMUNE DE RENNES;21350238800019;2022_0292;2022-10-17;7.5;Finances locales/Subventions;DCM 2022-0292 - Culture - Action culturelle - Provision Jazz à l'Ouest - Attribution de subvention 2022;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/261909/68beaccee2ce171edafeacd7e2c4caaf330f92af73807065c84bf5961ca55612.pdf
COMMUNE DE RENNES;21350238800019;2022_0289;2022-10-17;8.1;Domaines de competences par themes/Enseignement;DCM 2022-0289 - Enseignement, formation – Rentrée scolaire 2022-2023 – Retraits et affectations d'emplois – Mesures définitives – Information du Conseil Municipal;;;;;;;;;;https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2022/261861/a3cb71f701cd2c56b0c10456217ebb89f357db389f2561353ad7e56128d1c6b0.pdf
