COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,DCM_2022_0380,2022-12-05,3.1,Domaine et patrimoine/Acquisitions,"DCM 2022-0380 - Aménagement et services urbains, environnement – Parc Naturel Urbain des Prairies Saint Martin - Acquisition de la propriété sise 78 Chemin Canal Saint Martin",,,,,,,,,,
