COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,DCM_2024_393,2024-12-02,7.5,Finances locales/Subventions,DCM_2024-393_Culture_asso_theatre_pre_perche_peniche_spectacle,,,,2024-12-06 00:00:00,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2024/755035/923bc2a011f6b7e4a4facc0431e7c8513621bfb445985797578424c11f89584f.pdf
