COLL_NOM,COLL_SIRET,DELIB_ID,DELIB_DATE,DELIB_MATIERE_CODE,DELIB_MATIERE_NOM,DELIB_OBJET,BUDGET_ANNEE,BUDGET_NOM,PREF_ID,PREF_DATE,VOTE_EFFECTIF,VOTE_REEL,VOTE_POUR,VOTE_CONTRE,VOTE_ABSTENTION,DELIB_URL
COMMUNE DE RENNES,21350238800019,DCM_2025_025,2025-02-03,3.5,Domaine et patrimoine/Autres actes de gestion du domaine public,DCM_2025-025-Amenagement_et_services_urbains__environnement_-_ZAC_Blosne_Est_-_Maxi_lot_B_-_Lot_E18_-_Parcelle_LP_130_-_Declasse,,,,2025-02-07 00:00:00,,,,,,https://data.megalis.bretagne.bzh/OpenData/213502388/Deliberation/2025/796616/e9654df438a7217ad0c59c648676b34500a1cd50641d87ddb705fd81ac5ee6f2.pdf
